zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools,homeType_CONDO,homeType_MANUFACTURED,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY,homeType_TOWNHOUSE
15566994,2815 Curtis Ave,94063,Redwood City,CA,37.474752,-122.210796,-0.4365682336833684,2,3,-0.5645660058728443,87,-0.4364840234927339,2508,38:00.0,953417,3798.0,00:00.0,1945,924.0,Yes,Yes,No,3,No,0,No,No,0,73,B+,B+,C+,D-,0.0,0.0,1.0,0.0,0.0
15636114,2824 Marlborough Ave APT 2,94063,Redwood City,CA,37.471239,-122.212154,-0.8214992058563854,1,2,-0.9149880245162646,99,-0.8671939781972249,2614,29:49.0,552383,5293.0,00:00.0,1980,854.0,No,Yes,No,1,Yes,0,No,No,0,73,B+,B+,C+,D-,1.0,0.0,0.0,0.0,0.0
125095582,3718 Laurel Way,94062,Redwood City,CA,37.466684,-122.25561,1.4686456689911598,4,4,0.9272511887222928,105,1.417313540415988,8563,32:00.0,1951945,8319.0,00:00.0,2014,1092.0,Yes,Yes,Yes,1,Yes,0,No,No,0,73,B+,B+,C+,D-,0.0,0.0,0.0,1.0,0.0
82960451,720 Elm St,94063,Redwood City,CA,37.485241,-122.222278,0.4328314165983142,2,3,0.8529847938246132,117,0.4329196385076121,2024,44:00.0,1879506,5000.0,00:00.0,1938,699.0,Yes,Yes,Yes,0,No,0,No,Yes,0,73,B+,B+,C+,D-,0.0,0.0,1.0,0.0,0.0
15571993,3765 Laurel Way,94062,Redwood City,CA,37.465676,-122.257726,0.10622331899696653,2,2,-0.5400508852270083,171,0.1299993716083049,4140,47:00.0,385174,16008.0,00:00.0,1947,1494.0,No,Yes,No,1,No,0,No,No,0,73,B+,B+,C+,D-,0.0,0.0,0.0,1.0,0.0
15578750,3240 Fair Oaks Ave,94063,Redwood City,CA,37.477627,-122.200628,-0.16828301065368997,1,2,-0.7419401140750693,245,-0.23562577840121632,3349,32:00.0,697218,7501.0,00:00.0,1922,1567.0,No,Yes,No,1,No,0,No,No,0,73,B+,B+,C+,D-,0.0,0.0,0.0,1.0,0.0
18502433,2527 Groveview Dr,94806,Richmond,CA,37.97866,-122.338533,-0.825542925160021,3,3,-0.3295092608568874,0,-0.8712277435951158,4500,43:17.0,306238,286533.7061,00:00.0,1985,376.0,Yes,Yes,Yes,2,Yes,1,Yes,No,2,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18548719,1200 Brickyard Way APT 107,94801,Richmond,CA,37.912691,-122.380269,-0.8261650358221189,2,2,-0.452805897046239,0,-0.7926468907477411,2999,43:22.0,257569,286533.7061,00:00.0,1988,425.0,Yes,Yes,No,2,Yes,1,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18519992,3430 Grasswood Dr,94803,Richmond,CA,37.974024,-122.285014,-0.6193132406745987,2,3,-0.4585741607276122,0,-0.7378031958187243,3363,18:18.0,382808,10800.0,00:00.0,1961,635.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18523097,4717 Upland Dr,94803,Richmond,CA,37.962103,-122.297108,-0.6861901368501128,3,4,-0.21270192130908067,0,-0.7011114451802167,3499,18:21.0,541356,5800.0,00:00.0,1957,449.0,Yes,Yes,No,2,Yes,1,No,No,2,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18535474,4592 Berk Ave,94804,Richmond,CA,37.922452,-122.326128,-0.6714150086252898,2,4,-0.30932033797208136,0,-0.7174792240062741,4500,48:08.0,201204,5250.0,00:00.0,1969,502.0,Yes,Yes,No,2,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18517810,1231 Greenway Dr,94803,Richmond,CA,37.980988,-122.313954,-0.6395318371927773,3,5,0.23217541511682535,0,-0.6876914179910797,3949,28:08.0,408594,4050.0,00:00.0,1975,352.0,Yes,Yes,No,2,Yes,1,No,Yes,2,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
67399933,2468 Diane Dr,94803,Richmond,CA,37.966083,-122.293434,-0.4365682336833684,3,3,0.42469121548265504,0,-0.5336326087562464,4125,18:15.0,667664,15246.0,00:00.0,2003,419.0,Yes,Yes,No,2,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
68043241,143 Marina Lakes Dr,94804,Richmond,CA,37.911891,-122.341274,-0.9816927013465702,1,1,-0.9993488808563472,1,-1.0210200701975645,2100,48:27.0,138321,2144.0,00:00.0,1992,655.0,Yes,Yes,No,0,Yes,0,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
72555906,49 Shoreline Ct,94804,Richmond,CA,37.911178,-122.342428,-0.9739163180703476,1,1,-0.9878123534936009,1,-1.011168373937331,2100,53:12.0,262471,2125.0,00:00.0,1990,654.0,Yes,Yes,No,0,Yes,0,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18534376,4232 Ohio Ave,94804,Richmond,CA,37.930411,-122.32907,-0.7592881396466048,2,4,-0.5761025332355906,1,-0.8011022836010124,2962,23:12.0,325749,3700.0,00:00.0,1972,567.0,Yes,Yes,No,2,Yes,0,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18544175,1029 Pennsylvania Ave,94801,Richmond,CA,37.942324,-122.359268,-0.8253873974944966,2,3,-0.6799312795003077,1,-0.871848322887099,2900,53:17.0,247026,5500.0,00:00.0,1938,564.0,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18531289,5601 Santa Cruz Ave,94804,Richmond,CA,37.907056,-122.312477,-0.685413276160818,1,2,-0.538608819306665,1,-0.5753665661421177,2685,18:10.0,600000,7500.0,00:00.0,1951,623.0,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18537591,3715 Cerrito Ave,94805,Richmond,CA,37.940458,-122.33226,-0.7126298399892694,2,3,-0.26461629444143925,1,-0.6565073085689231,3569,18:14.0,568692,4080.0,00:00.0,1941,448.0,Yes,Yes,No,0,Yes,0,No,No,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
68043286,197 Marina Lakes Dr,94804,Richmond,CA,37.912534,-122.341878,-0.8914866553423884,1,2,-0.7729445313624502,1,-0.8974472186814066,2614,33:11.0,232072,2124.0,00:00.0,1992,549.0,Yes,Yes,No,0,Yes,1,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18532042,1642 Butte St,94804,Richmond,CA,37.911791,-122.312714,-0.6395318371927773,2,2,-0.4924627098556796,2,-0.6792360251378083,3367,28:09.0,237713,5000.0,00:00.0,1948,638.0,Yes,Yes,No,2,Yes,0,No,No,0,53,F,D,C-,F,0.0,0.0,1.0,0.0,0.0
18506478,127 Willard Ave,94801,Richmond,CA,37.951453,-122.371195,-0.7095192866787804,2,4,-0.20621262466753584,2,-0.890775991292587,3384,48:06.0,453449,5000.0,00:00.0,2003,428.0,Yes,Yes,Yes,2,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18515282,1813 Brentz Ln,94806,San Pablo,CA,37.960095,-122.326449,-0.5617680044305516,3,4,0.34033035914257237,2,-0.5613259596609974,4235,08:04.0,213835,8450.0,00:00.0,1955,372.0,Yes,Yes,No,2,Yes,0,No,Yes,2,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18542017,2618 Rheem Ave,94804,Richmond,CA,37.949646,-122.342582,-0.6309785932272601,3,5,-0.3525823155823801,2,-0.6771415700273651,3294,18:17.0,676941,4575.0,00:00.0,1946,559.0,Yes,Yes,Yes,0,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18537410,337 44th St,94805,Richmond,CA,37.93375,-122.328385,-0.8424954407021863,1,2,-0.8248589044948087,2,-0.8881385293016584,2329,08:12.0,136105,3800.0,00:00.0,1944,681.0,Yes,Yes,No,1,Yes,0,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18549822,436 Sanford Ave,94801,Richmond,CA,37.951726,-122.365124,-0.7592881396466048,2,4,-0.2300067123532002,-1,-0.8040500352379326,3384,42:02.6,340158,5000.0,00:00.0,2001,397.0,Yes,Yes,No,0,Yes,0,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18544264,740 7th St,94801,Richmond,CA,37.94341,-122.362339,-0.8059464393039402,1,3,-0.8587474536228762,-1,-0.8419053720489088,2196,42:02.6,160990,2500.0,00:00.0,1991,790.0,No,Yes,No,1,Yes,1,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
95429298,1406 Jetty Dr,94804,Richmond,CA,37.918037,-122.347706,-0.6932666456314752,3,3,-0.42396457863937315,4,-0.7260121892710433,3262,53:06.0,664714,2500.0,00:00.0,2010,541.0,Yes,Yes,No,2,Yes,1,No,Yes,3,53,F,D,C-,F,0.0,0.0,0.0,0.0,1.0
18546100,144 Marina Way S,94804,Richmond,CA,37.929874,-122.355562,-0.9031512302567223,1,2,-0.6914678068630541,5,-0.9442233828146415,1849,48:10.0,317155,960.0,00:00.0,1954,469.0,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18532553,1117 S 55th St,94804,Richmond,CA,37.91673,-122.318114,-0.7865925766060775,2,3,-0.4751579188115601,6,-0.8203402416524921,3310,18:10.0,353245,3900.0,00:00.0,1962,476.0,Yes,Yes,No,1,Yes,0,No,No,2,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18545634,143 20th St,94801,Richmond,CA,37.933318,-122.350816,-0.5920958992078197,4,4,0.34681965578411716,6,-0.6238493233283063,2458,53:08.0,594112,5625.0,00:00.0,1935,354.0,Yes,Yes,Yes,8,Yes,0,No,No,0,53,F,D,C-,F,0.0,0.0,1.0,0.0,0.0
18519262,2811 Sheldon Dr,94803,Richmond,CA,37.969184,-122.295481,-0.7476624466486521,2,5,-0.3021100083703649,6,-0.7873719667658837,3816,03:30.0,393710,6000.0,00:00.0,1955,433.0,Yes,Yes,Yes,0,Yes,0,No,No,2,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
68043182,66 Marina Lakes Dr,94804,Richmond,CA,37.913077,-122.341502,-0.969250488104614,1,1,-0.9993488808563472,6,-1.0145815600432386,2100,33:14.0,107561,2124.0,00:00.0,1992,685.0,Yes,Yes,Yes,0,Yes,0,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18515096,6092 N Arlington Blvd,94805,San Pablo,CA,37.946411,-122.319001,-0.7095192866787804,3,4,0.3799871719520129,7,-0.7243831686295873,3949,13:10.0,572891,5750.0,00:00.0,1959,286.0,Yes,No,No,2,Yes,0,No,No,0,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
68043488,198 Bayside Ct,94804,Richmond,CA,37.912057,-122.338087,-0.8137228225801627,2,2,-0.6583002906951584,7,-0.8588161577554514,2699,03:17.0,540304,2124.0,00:00.0,1992,562.0,Yes,Yes,No,0,Yes,1,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18536812,438 35th St,94805,Richmond,CA,37.935915,-122.335274,-0.7484012030598932,2,3,-0.3734922714273579,7,-0.7872943943543859,3086,48:21.0,305288,3300.0,00:00.0,1927,463.0,Yes,Yes,No,1,Yes,1,No,No,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18502058,2662 Meadow Crest Ct,94806,Richmond,CA,37.980387,-122.335187,-0.787283119441006,3,2,0.12546253701142165,7,-0.7813213186690474,3499,33:08.0,545000,3200.0,00:00.0,1984,286.0,Yes,Yes,No,2,Yes,1,Yes,Yes,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18538624,448 Mount St,94805,Richmond,CA,37.93544,-122.321092,-0.4132390838547007,2,5,0.7174305973123436,7,-0.44582063894062135,3949,39:24.0,391026,5401.0,00:00.0,2021,371.0,Yes,Yes,No,1,Yes,0,No,Yes,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18540713,861 30th St,94804,Richmond,CA,37.944764,-122.338301,-0.8261650358221189,1,2,-0.7945755201675996,8,-0.8408193582879382,2434,53:09.0,99323,2100.0,00:00.0,1954,672.0,Yes,Yes,No,1,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18545918,1703 Ohio Ave,94804,Richmond,CA,37.930976,-122.353104,-0.787283119441006,2,4,-0.26750042628212584,8,-0.8246842966963746,3334,23:12.0,49230,5000.0,00:00.0,1960,387.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
72551697,76 Shoreline Ct,94804,Richmond,CA,37.911157,-122.343555,-0.8721234609845943,1,2,-0.7570818062386739,8,-0.917693618082359,2658,08:10.0,262912,2125.0,00:00.0,1990,564.0,Yes,Yes,Yes,0,Yes,1,Yes,No,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18537196,4609 Nevin Ave,94805,Richmond,CA,37.934026,-122.325832,-0.7865062587517114,2,3,-0.4802051495327616,8,-0.755489705640246,3123,13:13.0,128201,5000.0,00:00.0,1915,479.0,Yes,Yes,No,0,Yes,1,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18539197,6300 Kensington Ave,94805,Richmond,CA,37.943981,-122.311912,-0.5151097047732163,2,3,-0.31436756869328286,8,-0.5615586768954911,3845,03:13.0,740449,6500.0,00:00.0,1950,640.0,Yes,Yes,Yes,0,Yes,1,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18541288,3219 Andrade Ave,94804,Richmond,CA,37.948016,-122.336229,-0.8098346309420514,1,2,-0.7808758939243383,8,-0.8555581164725395,2499,03:21.0,199082,3800.0,00:00.0,1941,682.0,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18540338,836 Amador St,94805,Richmond,CA,37.946079,-122.324072,-0.747623564732271,2,2,-0.48957857801499305,-1,-0.793500187274218,3175,42:02.6,254350,5998.0,00:00.0,1942,524.0,Yes,Yes,Yes,1,Yes,1,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18520091,3500 Stewarton Dr,94803,Richmond,CA,37.975143,-122.286273,-0.7484012030598932,2,3,-0.5818707969169638,9,-0.6799341768412895,3099,58:06.0,570879,7475.0,00:00.0,1961,584.0,Yes,Yes,No,2,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18544354,680 4th St,94801,Richmond,CA,37.941964,-122.365492,-0.9498095299140576,1,2,-0.7022833012656288,10,-0.9630734788086317,2600,33:16.0,152881,2500.0,00:00.0,1920,413.0,Yes,Yes,No,0,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
2106513389,220 S 6th St,94804,Richmond,CA,37.929003,-122.363671,-0.7865054811133838,2,3,0.42036501772162516,10,-0.8118072763877229,1673,08:14.0,514005,5000.0,00:00.0,1904,240.0,Yes,Yes,Yes,0,Yes,0,No,No,0,53,F,D,C-,F,0.0,0.0,1.0,0.0,0.0
18506421,165 Malcolm Dr,94801,Richmond,CA,37.954694,-122.372736,-0.7096063821714741,3,5,0.04110168067133897,14,-0.7466464507294852,3384,43:06.0,270049,3869.0,00:00.0,1999,354.0,Yes,Yes,No,2,Yes,1,No,Yes,2,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
82855053,448 Marina Way,94801,Richmond,CA,37.937717,-122.35596,-0.8059464393039402,4,3,-0.20116539394633431,14,-0.8516794958976445,3349,24:43.0,541500,975.0,00:00.0,2003,351.0,Yes,Yes,No,1,Yes,0,No,Yes,3,53,F,D,C-,F,0.0,0.0,0.0,0.0,1.0
18540517,940 36th St,94805,Richmond,CA,37.945972,-122.332494,-0.6706373702976676,2,3,-0.2530797670786929,15,-0.7166259274797971,3484,59:12.0,747160,5001.0,00:00.0,1926,478.0,Yes,Yes,No,3,Yes,0,No,Yes,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18531906,1558 Mariposa St,94804,Richmond,CA,37.911261,-122.315772,-0.6706373702976676,2,3,-0.49174167689550796,15,-0.6001121654099484,3469,58:10.0,772925,2500.0,00:00.0,1957,605.0,Yes,Yes,No,1,Yes,0,No,Yes,2,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18544257,731 Pennsylvania Ave,94801,Richmond,CA,37.942911,-122.361905,-0.7126298399892694,2,4,-0.4246856115995448,15,-0.7585530401702981,3249,02:00.0,555697,5000.0,00:00.0,2002,523.0,Yes,Yes,No,2,Yes,0,No,No,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18539932,837 McLaughlin St,94805,Richmond,CA,37.944696,-122.328672,-0.7484012030598932,1,2,-0.8400005966584133,15,-0.8142895935556557,2297,38:13.0,164512,6000.0,00:00.0,1942,861.0,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18548721,1200 Brickyard Way APT 109,94801,Richmond,CA,37.912691,-122.380269,-0.7336260748350704,2,2,-0.359071612223925,16,-0.7730986430502698,3200,18:09.0,606216,286533.7061,00:00.0,1985,470.0,Yes,Yes,No,2,Yes,1,Yes,Yes,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18502221,3728 Stoneglen N,94806,Richmond,CA,37.983642,-122.334774,-0.9925796379332817,1,1,-0.7952965531277713,16,-1.0296306078738315,2010,08:08.0,62722,286533.7061,00:00.0,1985,411.0,Yes,Yes,No,1,Yes,1,Yes,No,1,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
95433598,1906 Maritime Way,94804,Richmond,CA,37.917426,-122.346893,-0.6893006901606017,3,2,-0.4246856115995448,16,-0.7570411538702041,3200,23:10.0,613187,2125.0,00:00.0,2009,545.0,Yes,Yes,Yes,2,Yes,0,No,Yes,2,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18544188,721 10th St,94801,Richmond,CA,37.943445,-122.360243,0.06889667927109823,4,8,-0.8025068827294877,16,0.023880312679175033,2536,03:12.0,288913,5722.0,00:00.0,1965,2109.0,Yes,Yes,Yes,4,No,0,No,Yes,0,53,F,D,C-,F,0.0,0.0,1.0,0.0,0.0
18548712,1207 Melville Sq APT 417,94804,Richmond,CA,37.915889,-122.349302,-0.9148158051710561,2,2,-0.646763763332412,20,-0.9505067481459716,2898,33:00.0,328090,286533.7061,00:00.0,1983,426.0,Yes,Yes,No,0,Yes,0,No,Yes,0,53,F,D,C-,F,1.0,0.0,0.0,0.0,0.0
18534159,3820 Waller Ave,94804,Richmond,CA,37.928591,-122.333192,-0.9039288685843445,1,2,-0.8356743988973835,23,-0.9411980587662233,2400,23:11.0,59468,2500.0,00:00.0,1910,591.0,Yes,Yes,No,0,Yes,0,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18531541,1340 Carlson Blvd,94804,Richmond,CA,37.913309,-122.321278,-0.8261650358221189,1,2,-0.7419401140750693,25,-0.8356220067175788,2528,33:10.0,428342,5000.0,00:00.0,1940,617.0,Yes,Yes,No,1,Yes,0,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18545439,139 2nd St,94801,Richmond,CA,37.93322,-122.367956,-0.9032289940894844,2,3,-0.6748840487791062,28,-0.9529890653139045,2900,03:00.0,173991,2949.0,00:00.0,1908,458.0,Yes,Yes,No,0,Yes,0,No,No,0,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18506212,800 Bradford Dr,94806,Richmond,CA,37.985224,-122.353787,-0.9428107849654573,2,4,-0.4398273037631494,29,-0.9685811200249828,3262,18:12.0,83265,5000.0,00:00.0,1950,305.0,Yes,Yes,Yes,0,Yes,1,No,No,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18512767,3072 Avon Ln,94806,San Pablo,CA,37.966363,-122.324875,-0.8253873974944966,1,3,-0.5595187751516427,30,-0.8655649575557689,2963,23:12.0,173777,4000.0,00:00.0,1943,481.0,Yes,Yes,No,1,Yes,0,No,Yes,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
15498193,498 Cypress Ave,94066,San Bruno,CA,37.62114,-122.41615,-0.4365682336833684,1,2,-0.5616818740321577,0,-0.3679379377967278,3480,28:00.0,929596,5000.0,00:00.0,1940,921.0,Yes,Yes,No,1,No,0,No,No,0,71,C-,B,C+,D+,0.0,0.0,0.0,1.0,0.0
79529504,233 Boardwalk Ave APT F,94066,San Bruno,CA,37.631206,-122.429746,-0.8347190574259636,1,1,-0.9149880245162646,0,-0.870219302245643,2100,47:00.0,487849,119448.0,00:00.0,1971,828.0,Yes,Yes,No,1,Yes,0,No,No,0,71,C-,B,C+,D+,1.0,0.0,0.0,0.0,0.0
63132152,1792 Park Ave,94066,San Bruno,CA,37.621823,-122.423681,-0.1659500956708232,2,3,-0.18458163586238646,0,0.05366811869436939,4550,24:00.0,1178294,5488.0,00:00.0,1949,841.0,Yes,Yes,No,1,Yes,0,No,Yes,0,71,C-,B,C+,D+,0.0,0.0,0.0,1.0,0.0
15497074,560 4th Ave,94066,San Bruno,CA,37.62641,-122.405879,-0.47700542671972573,1,3,-0.46794758920984364,1,-0.5235481952615192,3800,04:00.0,466526,4700.0,00:00.0,1907,786.0,Yes,Yes,No,1,Yes,0,No,No,0,71,C-,B,C+,D+,0.0,0.0,0.0,1.0,0.0
15496209,552 Acacia Ave,94066,San Bruno,CA,37.623353,-122.416651,-0.1659500956708232,3,4,-0.20837572354805078,2,-0.1276186069762275,4454,22:00.0,988988,5131.0,00:00.0,1942,858.0,Yes,Yes,No,1,Yes,0,No,No,0,71,C-,B,C+,D+,0.0,0.0,0.0,1.0,0.0
15488976,1042 Montgomery Ave,94066,San Bruno,CA,37.635219,-122.412089,-0.3207001228676522,2,3,0.07066403203837648,2,-0.2931581331127503,3266,23:00.0,854339,5000.0,00:00.0,1951,594.0,Yes,Yes,No,0,No,0,No,No,0,71,C-,B,C+,D+,0.0,0.0,1.0,0.0,0.0
15499077,225 Milton Ave,94066,San Bruno,CA,37.619585,-122.406566,-0.514332066445594,2,1,-0.4088228864757686,4,-0.4686269279210046,2029,13:00.0,589584,2500.0,00:00.0,1925,703.0,Yes,Yes,No,1,Yes,0,No,No,0,71,C-,B,C+,D+,0.0,0.0,0.0,1.0,0.0
15492883,100 Merced Dr,94066,San Bruno,CA,37.619663,-122.45292,0.059565019339631146,3,4,0.08724779012232436,8,0.11254557902127697,4953,08:27.0,1447471,10995.0,00:00.0,1965,827.0,Yes,Yes,No,2,Yes,1,No,No,2,71,C-,B,C+,D+,0.0,0.0,0.0,1.0,0.0
