zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools
2077005657,"Brixton Plan, Kensington Station at Metro West",94538,Fremont,CA,37.503327,-121.945895,1027995,3,2,1307,TOWNHOUSE,2,1027995,3302,16:00.0,514005,286533.7061,,2021,787,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
25040057,42815 Ravensbourne Park St,94538,Fremont,CA,37.516021,-121.970981,1199000,2,4,1736,SINGLE_FAMILY,2,1378100,3798,28:12.0,80183,5900,,1962,691,Yes,Yes,No,2,Yes,1,No,Yes,1,78,B+,B+,C+,A+
25036772,4392 Porter St,94538,Fremont,CA,37.533862,-121.972549,849900,1,3,925,SINGLE_FAMILY,2,905300,2956,08:17.0,466940,5168,00:00.0,1955,919,Yes,Yes,Yes,1,Yes,0,No,No,1,78,B+,B+,C+,A+
2075670819,"Essex Plan, Kensington Station at Metro West",94538,Fremont,CA,37.503327,-121.945895,1351995,4,3,1891,TOWNHOUSE,3,1351995,3302,16:00.0,514005,286533.7061,,2021,715,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
2068436645,711 Old Canyon Rd #114,94536,Fremont,CA,37.578338,-121.966668,148000,2,2,1100,MANUFACTURED,3,148000,4500,13:11.0,514005,1100,,1966,135,Yes,Yes,Yes,2,Yes,0,Yes,Yes,0,78,B+,B+,C+,A+
2077005658,"Latimer Elite Plan, Kensington Station at Metro West",94538,Fremont,CA,37.503327,-121.945895,1476995,4,4,2156,TOWNHOUSE,4,1476995,3302,16:00.0,514005,286533.7061,,2021,685,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
2080665214,"Plan 1 Plan, Theory at Innovation",94539,Fremont,CA,37.501402,-121.948244,934631,2,2,1279,CONDO,5,934631,3998,16:00.0,514005,286533.7061,,2021,731,No,No,No,1,No,0,No,No,0,78,B+,B+,C+,A+
2080665216,"Plan 2 Plan, Theory at Innovation",94539,Fremont,CA,37.501402,-121.948244,1058766,2,3,1523,CONDO,6,1058766,3998,16:00.0,514005,286533.7061,,2021,695,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
2069256428,45378 Tom Blalock St #108-G5,94539,Fremont,CA,37.50438,-121.93685,939965,2,2,1265,CONDO,6,939965,4500,33:08.0,514005,286533.7061,,2021,743,Yes,Yes,Yes,2,Yes,0,Yes,Yes,1,78,B+,B+,C+,A+
25047596,2827 Sterne Pl,94555,Fremont,CA,37.584194,-122.032151,1348888,2,3,1390,SINGLE_FAMILY,6,1434100,3399,53:04.0,1086136,6737,00:00.0,1969,970,Yes,Yes,Yes,2,Yes,1,No,Yes,1,78,B+,B+,C+,A+
25016069,321 Paloma Ter,94536,Fremont,CA,37.579074,-121.993716,899999,2,3,1240,TOWNHOUSE,6,952500,3314,18:08.0,562694,2730,00:00.0,1973,726,Yes,Yes,Yes,2,Yes,1,Yes,No,1,78,B+,B+,C+,A+
25008704,4156 Eggers Dr,94536,Fremont,CA,37.551137,-121.996968,1688000,2,3,1795,SINGLE_FAMILY,6,1859200,3463,53:04.0,650300,14400,00:00.0,1927,940,Yes,Yes,No,2,Yes,1,No,No,1,78,B+,B+,C+,A+
2068641004,"Colchester Plan, Kensington Station at Metro West",94538,Fremont,CA,37.503327,-121.945895,1154995,4,3,1541,TOWNHOUSE,6,1154995,3302,16:00.0,514005,286533.7061,,2021,750,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
25043089,3537 Braxton Cmn,94538,Fremont,CA,37.546111,-121.976855,999900,3,3,1637,TOWNHOUSE,6,1085700,3499,43:10.0,525340,1136,00:00.0,2000,611,Yes,Yes,Yes,2,Yes,1,Yes,Yes,2,78,B+,B+,C+,A+
25018605,37917 Stenhammer Dr,94536,Fremont,CA,37.58663,-121.959363,1588888,2,4,2294,SINGLE_FAMILY,6,1761700,4411,23:16.0,617325,13601,00:00.0,1959,693,Yes,Yes,No,2,Yes,1,No,Yes,2,78,B+,B+,C+,A+
25015159,37486 Parish Cir #19A,94536,Fremont,CA,37.560512,-122.00394,649900,2,2,942,CONDO,6,688020,2693,52:00.0,199955,123710,,1989,690,Yes,Yes,Yes,0,Yes,0,No,No,0,78,B+,B+,C+,A+
25015166,37466 Parish Cir #19H,94536,Fremont,CA,37.560512,-122.00394,649900,2,2,942,CONDO,6,684105,2693,47:00.0,201626,123710,,1989,690,Yes,Yes,Yes,0,Yes,0,No,No,0,78,B+,B+,C+,A+
2087796334,"Residence 1 Plan, Innovation : Fuse",94538,Fremont,CA,37.5015,-121.9466,1011880,3,2,1273,TOWNHOUSE,7,1011880,3998,16:00.0,514005,286533.7061,,2021,795,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
58879001,3781 Tivoli Garden Ter,94538,Fremont,CA,37.531421,-121.956138,1199950,3,4,1721,TOWNHOUSE,7,1273961,3634,14:00.0,853998,3301,00:00.0,2003,697,Yes,Yes,Yes,1,Yes,0,No,No,0,78,B+,B+,C+,A+
25012076,38500 Paseo Padre Pkwy APT 312,94536,Fremont,CA,37.557887,-121.986836,399000,1,1,750,CONDO,7,399200,2095,18:13.0,385987,286533.7061,00:00.0,1970,532,Yes,Yes,No,0,Yes,0,Yes,Yes,1,78,B+,B+,C+,A+
2076996105,"Sunderland Plan, Kensington Station at Metro West",94538,Fremont,CA,37.503327,-121.945895,1581995,4,4,2564,TOWNHOUSE,7,1581995,3302,16:00.0,514005,286533.7061,,2021,617,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
25017422,38602 Sanborn Ter,94536,Fremont,CA,37.568619,-121.966685,739000,2,2,1080,TOWNHOUSE,7,759108,2541,24:00.0,709538,862,00:00.0,1974,684,Yes,Yes,No,0,Yes,0,No,Yes,0,78,B+,B+,C+,A+
25042534,3496 Fitzsimmons Cmn,94538,Fremont,CA,37.546391,-121.973551,1050000,3,3,1448,TOWNHOUSE,7,1147900,3328,08:12.0,572416,1136,00:00.0,1997,725,Yes,Yes,Yes,2,Yes,1,Yes,No,3,78,B+,B+,C+,A+
25021497,42902 Via Valparaiso,94539,Fremont,CA,37.53687,-121.925887,769000,2,2,968,TOWNHOUSE,7,785000,2584,38:06.0,629658,1188,00:00.0,1971,794,Yes,Yes,Yes,1,Yes,0,Yes,Yes,1,78,B+,B+,C+,A+
25055823,4928 Creekwood Dr,94555,Fremont,CA,37.56657,-122.049985,1370000,3,4,1863,SINGLE_FAMILY,8,1449500,3800,38:22.0,823057,2700,00:00.0,1993,735,Yes,Yes,Yes,2,Yes,1,No,No,2,78,B+,B+,C+,A+
25004314,4547 Cerritos Ave,94536,Fremont,CA,37.55733,-122.021975,998888,1,3,1074,SINGLE_FAMILY,8,998888,4500,18:14.0,233292,5500,00:00.0,1953,930,Yes,Yes,Yes,2,Yes,1,No,Yes,1,78,B+,B+,C+,A+
2070837722,"Latimer Plan, Kensington Station at Metro West",94538,Fremont,CA,37.503327,-121.945895,1401995,4,4,2112,TOWNHOUSE,8,1401995,3302,16:00.0,514005,286533.7061,,2021,664,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
54790318,711 Old Canyon Rd SPACE 110,94536,Fremont,CA,37.578338,-121.966668,318000,2,3,1547,MANUFACTURED,8,328600,1850,28:15.0,55404,1547,,2000,206,Yes,Yes,Yes,2,Yes,0,Yes,Yes,0,78,B+,B+,C+,A+
25032199,40990 Pajaro Dr,94539,Fremont,CA,37.542954,-121.949783,1998000,3,4,1877,SINGLE_FAMILY,9,2169545,5584,52:00.0,880267,7775,00:00.0,1964,1064,Yes,Yes,Yes,2,Yes,0,No,No,0,78,B+,B+,C+,A+
25037443,5101 Roycroft Way,94538,Fremont,CA,37.524504,-121.975953,1299900,2,3,1461,SINGLE_FAMILY,9,1413900,3499,18:07.0,530351,6556,00:00.0,1961,890,Yes,Yes,No,2,Yes,1,No,No,1,78,B+,B+,C+,A+
25017375,38614 Royal Ann Cmn,94536,Fremont,CA,37.566534,-121.971051,625000,2,2,1008,TOWNHOUSE,9,662000,2499,18:04.0,482694,918,00:00.0,1971,620,Yes,Yes,Yes,0,Yes,0,Yes,Yes,2,78,B+,B+,C+,A+
25016831,623 Muirfield Ter,94536,Fremont,CA,37.568574,-121.975424,1385000,3,4,1740,SINGLE_FAMILY,9,1466031,3628,12:00.0,821047,2922,00:00.0,1997,796,No,Yes,Yes,2,No,0,No,No,0,78,B+,B+,C+,A+
2068496076,4141 Deep Creek Rd SPACE 80,94555,Fremont,CA,37.577973,-122.052312,199800,1,1,784,MANUFACTURED,9,199800,4500,43:05.0,514005,784,,1973,255,No,Yes,Yes,2,Yes,0,Yes,Yes,0,78,B+,B+,C+,A+
25018337,38726 Aurora Ter,94536,Fremont,CA,37.568622,-121.965358,715000,2,2,1325,CONDO,10,740500,2499,28:20.0,75423,286533.7061,00:00.0,1980,540,Yes,Yes,Yes,2,Yes,1,Yes,No,2,78,B+,B+,C+,A+
331751378,34563 Clydesdale Ter,94555,Fremont,CA,37.572945,-122.037783,1198888,3,3,1791,CONDO,10,1258374,3664,28:00.0,957286,25264,00:00.0,2019,669,Yes,Yes,Yes,1,Yes,0,No,No,0,78,B+,B+,C+,A+
2080665215,"Plan 4 Plan, Theory at Innovation",94539,Fremont,CA,37.501402,-121.948244,1064844,3,3,1712,CONDO,13,1064844,3998,16:00.0,514005,286533.7061,,2021,622,No,No,No,2,No,0,No,No,0,78,B+,B+,C+,A+
2095465292,38623 Cherry Ln APT 134,94536,Fremont,CA,37.56604,-121.972894,525000,2,2,789,CONDO,13,560900,2262,33:00.0,514005,286533.7061,00:00.0,1974,665,Yes,Yes,Yes,0,Yes,0,No,No,0,78,B+,B+,C+,A+
25004777,36814 Limeta Ter,94536,Fremont,CA,37.555032,-122.019236,638000,1,2,884,TOWNHOUSE,13,686078,2495,34:00.0,631217,1450,00:00.0,1971,722,No,Yes,No,0,Yes,0,No,No,0,78,B+,B+,C+,A+
15570518,27 Patrick Way,94019,Half Moon Bay,CA,37.467261,-122.426899,965000,3,2,1320,TOWNHOUSE,0,990907,3699,14:00.0,625701,984,00:00.0,1992,731,Yes,Yes,No,1,Yes,0,No,No,0,73,A,A-,C-,C
15552338,331 Avenue Granada Half,94019,Half Moon Bay,CA,37.51002,-122.480172,1350000,3,3,1810,SINGLE_FAMILY,0,1402872,4699,23:00.0,610226,5201,,1987,746,No,Yes,No,1,Yes,0,No,No,0,73,A,A-,C-,C
15554553,2057 Bordeaux Ln,94019,Half Moon Bay,CA,37.485163,-122.443138,1395000,2,4,2060,SINGLE_FAMILY,1,1514000,4859,01:00.0,297435,8698,,1973,677,Yes,Yes,No,1,Yes,0,No,No,0,73,A,A-,C-,C
15588950,241 Eagle Trace Dr,94019,Half Moon Bay,CA,37.435102,-122.427978,2249000,4,5,3210,SINGLE_FAMILY,2,2456700,7500,47:00.0,1501080,7518,00:00.0,1992,701,Yes,Yes,No,3,Yes,0,No,No,0,73,A,A-,C-,C
15554469,513 Ruisseau Francais Ave,94019,Half Moon Bay,CA,37.48359,-122.445214,1799000,3,4,2660,SINGLE_FAMILY,3,1941800,5921,27:00.0,651734,9979,00:00.0,1987,676,Yes,Yes,No,1,Yes,0,No,Yes,0,73,A,A-,C-,C
15588992,414 Dehoff Canyon Rd,94019,Half Moon Bay,CA,37.428083,-122.413988,3300000,3,3,2881,SINGLE_FAMILY,7,3452600,5987,58:00.0,2736292,1313072,00:00.0,2003,1145,Yes,Yes,No,1,Yes,0,No,Yes,0,73,A,A-,C-,C
68558264,432 Magellan Ave,94019,Half Moon Bay,CA,37.499022,-122.458325,2700000,4,4,4000,SINGLE_FAMILY,7,2799331,8259,22:00.0,448901,10998,00:00.0,2005,675,Yes,Yes,No,1,Yes,0,No,No,0,73,A,A-,C-,C
15553650,24 Mirada Rd,94019,Half Moon Bay,CA,37.492753,-122.458534,1799000,3,2,1840,SINGLE_FAMILY,7,1846559,4643,18:00.0,868982,1790,00:00.0,1986,978,No,Yes,No,1,Yes,0,No,No,0,73,A,A-,C-,C
15588754,3945 Tunitas Creek Rd,94019,Half Moon Bay,CA,37.404867,-122.35892,1898000,3,4,2893,SINGLE_FAMILY,7,2044100,6320,58:00.0,366457,126324,00:00.0,1930,656,Yes,Yes,No,0,Yes,0,No,No,0,73,A,A-,C-,C
249628597,701 Upper Terrace Ave,94019,Half Moon Bay,CA,37.478131,-122.43011,2977700,5,5,4224,SINGLE_FAMILY,9,2489800,10112,32:00.0,1958077,12784,00:00.0,2018,705,Yes,Yes,Yes,1,Yes,0,No,No,0,73,A,A-,C-,C
15554500,736 Toulouse Ct,94019,Half Moon Bay,CA,37.487345,-122.442443,2650000,3,4,2964,SINGLE_FAMILY,16,2932700,6703,42:00.0,1804932,7575,00:00.0,1975,894,Yes,Yes,Yes,1,Yes,0,No,No,0,73,A,A-,C-,C
111376836,349 1st Ave,94019,Half Moon Bay,CA,37.494958,-122.460041,2450000,3,3,2290,SINGLE_FAMILY,22,2563596,5249,03:00.0,1710160,5749,00:00.0,2011,1070,Yes,Yes,No,0,No,0,No,No,0,73,A,A-,C-,C
2068733315,51 Sea Breeze Dr #51,94019,Half Moon Bay,CA,37.429217,-122.431033,370000,2,2,1080,MANUFACTURED,31,370000,3201,48:00.0,514005,286533.7061,,2001,343,No,Yes,No,0,No,0,No,No,0,73,A,A-,C-,C
15570298,631 Mill St,94019,Half Moon Bay,CA,37.46493,-122.430257,1388500,1,4,980,SINGLE_FAMILY,33,1388500,3113,13:00.0,195192,5000,,1930,1417,Yes,Yes,Yes,0,Yes,0,No,No,0,73,A,A-,C-,C
15570370,611 San Benito St,94019,Half Moon Bay,CA,37.461971,-122.427075,1399000,2,4,2200,SINGLE_FAMILY,60,1447241,5052,42:00.0,530476,8698,,1910,636,Yes,Yes,No,0,Yes,0,No,No,0,73,A,A-,C-,C
2077843203,57 Sailfish Ct #57,94019,Half Moon Bay,CA,37.429217,-122.431033,399000,2,2,1344,MANUFACTURED,65,399000,3999,21:00.0,514005,286533.7061,00:00.0,1984,297,Yes,Yes,No,0,Yes,0,No,No,0,73,A,A-,C-,C
2099482256,17300 Cabrillo Hwy S,94019,Half Moon Bay,CA,37.42548,-122.4265,6950000,1,2,868,SINGLE_FAMILY,105,844600,3243,38:00.0,514005,1244770,00:00.0,1900,8007,No,Yes,No,0,No,0,No,No,0,73,A,A-,C-,C
2076741942,8 Driftwood Trl #8,94019,Half Moon Bay,CA,37.429229,-122.430992,255000,2,2,1600,MANUFACTURED,115,255000,3201,14:00.0,514005,286533.7061,,1976,159,No,Yes,No,0,Yes,0,No,No,0,73,A,A-,C-,C
2070596447,102 Canada Cove Ave #102,94019,Half Moon Bay,CA,37.429217,-122.431033,455000,2,3,1536,MANUFACTURED,123,455000,4500,47:00.0,514005,286533.7061,,1983,296,Yes,Yes,No,0,Yes,0,No,Yes,0,73,A,A-,C-,C
2071949036,6 Oceanview Ave #6,94019,Half Moon Bay,CA,37.429217,-122.431033,455000,2,2,1560,MANUFACTURED,169,455000,4500,31:00.0,514005,286533.7061,,2005,292,Yes,Yes,No,0,Yes,0,No,No,0,73,A,A-,C-,C
2079579203,725 Correas St,94019,Half Moon Bay,CA,37.461538,-122.428885,3900000,3,2,2590,SINGLE_FAMILY,496,3900000,8664,48:00.0,514005,5998,,1997,1506,Yes,Yes,No,1,Yes,0,No,Yes,0,73,A,A-,C-,C
15570348,643 Main St,94019,Half Moon Bay,CA,37.461745,-122.429225,3900000,2,3,5090,MULTI_FAMILY,513,3900021,8862,30:00.0,1594336,5998,00:00.0,1997,766,Yes,Yes,Yes,4,Yes,0,No,Yes,0,73,A,A-,C-,C
24992049,27666 Havana Ave,94544,Hayward,CA,37.629789,-122.078062,699000,2,3,1000,SINGLE_FAMILY,0,636800,3099,38:19.0,112453,5000,,1964,699,Yes,Yes,No,1,Yes,0,No,No,1,61,D+,C-,C-,F
89033896,182 Carrick Cir,94542,Hayward,CA,37.656604,-122.014582,1348888,3,4,2818,SINGLE_FAMILY,0,1449700,4749,05:33.0,885803,4944,00:00.0,2008,479,Yes,Yes,Yes,3,Yes,1,No,Yes,0,61,D+,C-,C-,F
24890158,30909 Vanderbilt St,94544,Hayward,CA,37.621434,-122.036745,879000,2,4,1609,SINGLE_FAMILY,0,968900,3494,33:14.0,84521,5000,00:00.0,1955,546,Yes,Yes,Yes,2,Yes,1,No,Yes,1,61,D+,C-,C-,F
94687934,2693 Highland Trail Ct,94541,Hayward,CA,37.667442,-122.0515,1350000,3,3,2880,SINGLE_FAMILY,0,1337400,5293,28:21.0,646320,10499,00:00.0,2009,469,Yes,Yes,Yes,2,Yes,1,No,No,2,61,D+,C-,C-,F
24970037,26258 Parkside Dr,94542,Hayward,CA,37.660673,-122.047868,649950,1,2,672,SINGLE_FAMILY,0,648200,2279,53:14.0,421913,5360,00:00.0,1941,967,Yes,Yes,No,0,Yes,0,No,No,1,61,D+,C-,C-,F
24991627,1463 Mantilla Ave,94544,Hayward,CA,37.631081,-122.080775,740000,2,3,1200,SINGLE_FAMILY,0,792800,3399,18:21.0,148376,5000,,1954,617,Yes,Yes,No,1,Yes,0,No,Yes,1,61,D+,C-,C-,F
24987647,27453 Coronado Way,94545,Hayward,CA,37.630669,-122.089123,799000,2,3,1119,SINGLE_FAMILY,0,851701,3164,27:00.0,99607,5170,00:00.0,1955,714,Yes,Yes,No,1,Yes,0,No,No,0,61,D+,C-,C-,F
24971491,22739 1st St,94541,Hayward,CA,37.672325,-122.079668,1038000,2,5,2280,MULTI_FAMILY,0,948000,2623,23:10.0,776814,2280,00:00.0,1928,455,Yes,Yes,Yes,0,No,0,No,No,0,61,D+,C-,C-,F
24980876,734 Pinedale Ct,94544,Hayward,CA,37.664693,-122.080088,797888,2,4,1453,SINGLE_FAMILY,0,863400,3499,48:08.0,636782,4720,00:00.0,1935,549,Yes,Yes,Yes,1,Yes,1,No,Yes,1,61,D+,C-,C-,F
24971018,1866 Sally Creek Cir,94541,Hayward,CA,37.673009,-122.06385,599950,3,2,1561,TOWNHOUSE,0,652900,2984,53:06.0,174053,1540,00:00.0,1979,384,Yes,Yes,Yes,2,Yes,1,No,No,2,61,D+,C-,C-,F
24972560,22202 Prospect St,94541,Hayward,CA,37.677333,-122.087674,799000,2,2,1382,SINGLE_FAMILY,0,897900,3239,43:07.0,511928,4500,00:00.0,1959,578,Yes,Yes,Yes,2,Yes,2,No,Yes,2,61,D+,C-,C-,F
24961081,18495 Boston Rd,94541,Hayward,CA,37.682043,-122.113218,679000,1,2,1060,SINGLE_FAMILY,0,689000,2499,38:09.0,218958,8100,00:00.0,1944,641,Yes,Yes,Yes,0,Yes,0,No,Yes,1,61,D+,C-,C-,F
24969042,3170 Saddle Dr,94541,Hayward,CA,37.671425,-122.046198,818000,2,3,1488,SINGLE_FAMILY,0,933900,3499,33:12.0,349137,18290,,1957,550,Yes,Yes,Yes,2,Yes,1,No,No,1,61,D+,C-,C-,F
24971928,1596 E St,94541,Hayward,CA,37.674439,-122.069621,1190000,2,3,2022,SINGLE_FAMILY,0,1031800,3740,43:13.0,412327,27138,00:00.0,1947,589,Yes,Yes,Yes,2,Yes,1,No,Yes,1,61,D+,C-,C-,F
24903132,27172 Columbia Way,94542,Hayward,CA,37.654099,-122.040134,988000,3,3,2247,SINGLE_FAMILY,1,1117300,3967,23:26.0,378983,7409,00:00.0,1987,440,Yes,Yes,Yes,2,Yes,1,No,No,2,61,D+,C-,C-,F
68030971,715 Heath Ct APT 388,94544,Hayward,CA,37.633949,-122.045107,549000,2,2,906,CONDO,1,547900,2341,33:11.0,404642,8634,00:00.0,1988,606,Yes,Yes,No,2,Yes,0,Yes,No,1,61,D+,C-,C-,F
24990733,1753 Egret Ct,94545,Hayward,CA,37.621097,-122.078345,849000,1,3,1064,SINGLE_FAMILY,1,815100,2963,48:19.0,503068,5229,00:00.0,1965,798,Yes,Yes,No,1,Yes,1,No,No,1,61,D+,C-,C-,F
54621283,143 Poppywood Ct,94544,Hayward,CA,37.652587,-122.082381,1199000,3,4,1807,SINGLE_FAMILY,1,1309500,3599,13:16.0,604552,6708,00:00.0,2001,664,Yes,Yes,Yes,2,Yes,1,No,Yes,2,61,D+,C-,C-,F
2068413802,21062 Gary Dr APT 107,94546,Castro Valley,CA,37.689162,-122.089806,569000,1,2,941,CONDO,1,569000,4500,53:17.0,514005,286533.7061,,1980,605,Yes,Yes,No,1,Yes,1,Yes,Yes,1,74,B-,B-,D+,B+
24964433,22139 Castille Ln APT 64,94541,Hayward,CA,37.680973,-122.083656,598000,2,2,1202,CONDO,1,637444,2796,51:00.0,461041,187525,00:00.0,1982,498,Yes,Yes,No,0,Yes,0,No,No,0,61,D+,C-,C-,F
79537544,27511 E 12th St,94544,Hayward,CA,37.64174,-122.061163,699000,2,4,1504,SINGLE_FAMILY,1,791600,2799,33:22.0,27221,4986,00:00.0,1942,465,Yes,Yes,Yes,0,Yes,0,No,Yes,1,61,D+,C-,C-,F
2068415822,25143 Del Mar Ave,94542,Hayward,CA,37.658658,-122.070884,725000,2,3,1094,SINGLE_FAMILY,1,725000,4500,38:07.0,514005,5900,,1960,663,Yes,Yes,Yes,2,Yes,0,No,Yes,1,61,D+,C-,C-,F
24887433,28368 Rochelle Ave,94544,Hayward,CA,37.633575,-122.06116,649000,2,4,1260,SINGLE_FAMILY,1,743700,3128,58:12.0,69990,5000,00:00.0,1954,515,Yes,Yes,No,2,Yes,1,No,No,1,61,D+,C-,C-,F
116150895,3059 Madsen St,94541,Hayward,CA,37.66363,-122.09158,775000,3,3,1446,CONDO,2,826700,3329,13:10.0,700780,286533.7061,00:00.0,2012,536,Yes,Yes,Yes,2,Yes,0,No,Yes,3,61,D+,C-,C-,F
2068453934,325 Valle Vista Ave #107,94544,Hayward,CA,37.631751,-122.052736,319985,1,1,598,CONDO,2,319985,4500,58:13.0,514005,286533.7061,,1984,535,Yes,Yes,Yes,2,Yes,0,No,Yes,1,61,D+,C-,C-,F
2099681120,29243 Whalebone Way,94544,Hayward,CA,37.62514,-122.0606,259000,2,2,1920,MANUFACTURED,2,882300,2114,23:00.0,514005,286533.7061,00:00.0,1979,135,No,No,No,0,No,0,No,No,0,61,D+,C-,C-,F
24984706,864 Saint Bede Ln,94544,Hayward,CA,37.637238,-122.07794,749000,2,3,1148,SINGLE_FAMILY,2,823000,3099,33:00.0,585091,5000,00:00.0,1958,652,Yes,Yes,No,2,Yes,0,No,No,0,61,D+,C-,C-,F
2068704338,"PLAN 2ALT Plan, The Hideaway",94544,Hayward,CA,37.63647,-122.0517,1130000,4,4,2022,TOWNHOUSE,2,1130000,2322,16:00.0,514005,286533.7061,,2021,559,No,No,No,2,No,0,No,No,0,61,D+,C-,C-,F
2068426501,2169 Bridwell Way #104,94545,Hayward,CA,37.621391,-122.086368,339000,2,3,1120,MANUFACTURED,2,339000,4500,51:00.0,514005,286533.7061,,2000,303,Yes,Yes,Yes,0,Yes,0,No,No,0,61,D+,C-,C-,F
2068427020,21239 Gary Dr APT 313,94546,Castro Valley,CA,37.686638,-122.09093,659950,2,2,1393,CONDO,2,659950,4500,58:09.0,514005,286533.7061,,1992,474,No,Yes,Yes,1,Yes,1,Yes,Yes,1,74,B-,B-,D+,B+
68030892,683 Newbury Ln APT 277,94544,Hayward,CA,37.633092,-122.045456,499950,2,2,906,CONDO,2,485700,2329,53:15.0,131170,7860,00:00.0,1988,552,Yes,Yes,No,0,Yes,1,Yes,Yes,1,61,D+,C-,C-,F
68031392,1364 Buckingham Way,94544,Hayward,CA,37.621404,-122.065762,315000,2,3,1633,MANUFACTURED,2,315700,2192,18:26.0,61375,1633,00:00.0,2005,193,Yes,Yes,Yes,0,Yes,0,Yes,No,0,61,D+,C-,C-,F
24985694,26244 Hickory Ave,94544,Hayward,CA,37.643862,-122.084072,729988,1,3,1059,SINGLE_FAMILY,2,801100,3028,18:00.0,502458,5035,00:00.0,1952,689,Yes,Yes,No,1,No,0,No,No,0,61,D+,C-,C-,F
24988094,2245 Panama St,94545,Hayward,CA,37.625888,-122.089864,649999,2,3,1119,SINGLE_FAMILY,3,738400,3161,18:23.0,167016,5300,,1955,581,Yes,Yes,Yes,2,Yes,1,No,No,1,61,D+,C-,C-,F
24975251,23240 Jorgensen Ln,94541,Hayward,CA,37.662121,-122.099455,738888,2,4,1350,SINGLE_FAMILY,3,818200,3395,28:12.0,597209,6400,00:00.0,1951,547,Yes,Yes,No,0,Yes,1,No,Yes,1,61,D+,C-,C-,F
24971790,22530 3rd St APT 303,94541,Hayward,CA,37.676972,-122.077842,659000,2,3,1470,CONDO,3,708100,3281,03:22.0,521501,286533.7061,00:00.0,1994,448,Yes,Yes,Yes,2,Yes,1,No,No,1,61,D+,C-,C-,F
2068704339,"PLAN 1 Plan, The Hideaway",94544,Hayward,CA,37.63647,-122.0517,1090000,4,3,1885,TOWNHOUSE,3,1090000,2322,16:00.0,514005,286533.7061,,2021,578,No,No,No,2,No,0,No,No,0,61,D+,C-,C-,F
24979363,25850 Kay Ave APT 327,94545,Hayward,CA,37.641379,-122.09718,520000,2,2,1007,CONDO,3,557300,2600,00:00.0,440613,143139,00:00.0,1989,516,Yes,Yes,Yes,2,Yes,0,No,Yes,0,61,D+,C-,C-,F
24889575,387 Warner Ave,94544,Hayward,CA,37.60995,-122.026353,879000,2,3,1439,SINGLE_FAMILY,3,971700,3399,28:10.0,279104,6678,00:00.0,1951,611,Yes,Yes,No,1,No,1,No,No,1,61,D+,C-,C-,F
24993478,28325 Winn Ct APT 1,94544,Hayward,CA,37.632594,-122.062991,435000,1,2,1000,CONDO,3,451295,2466,03:00.0,467094,82328,00:00.0,1982,435,Yes,No,No,2,Yes,0,No,No,0,61,D+,C-,C-,F
24981376,24981 Muir St,94544,Hayward,CA,37.656012,-122.080146,650000,1,2,696,SINGLE_FAMILY,4,723801,2499,18:00.0,504561,3698,00:00.0,1953,934,Yes,Yes,No,0,No,0,No,No,0,61,D+,C-,C-,F
2071515909,"Lot A Plan, O'Neil Village Townhomes",94544,Hayward,CA,37.660473,-122.076801,890000,4,4,2000,CONDO,5,890000,2314,16:00.0,514005,286533.7061,,2021,445,No,No,Yes,1,No,0,No,No,0,61,D+,C-,C-,F
24968998,25590 Spur Dr,94541,Hayward,CA,37.669715,-122.044661,729000,2,3,1971,SINGLE_FAMILY,5,820100,3970,28:17.0,155357,6500,,1960,370,Yes,Yes,Yes,2,Yes,1,No,No,2,61,D+,C-,C-,F
2068704340,"PLAN 2 Plan, The Hideaway",94544,Hayward,CA,37.63647,-122.0517,994000,4,4,1969,TOWNHOUSE,5,994000,2322,16:00.0,514005,286533.7061,,2021,505,No,No,No,2,No,0,No,No,0,61,D+,C-,C-,F
24968930,3460 Saddle Dr,94541,Hayward,CA,37.671704,-122.042355,949000,2,3,1528,SINGLE_FAMILY,5,1092500,3499,08:11.0,359595,7992,00:00.0,1962,621,Yes,Yes,Yes,2,Yes,1,No,Yes,1,61,D+,C-,C-,F
24971666,22836 High St,94541,Hayward,CA,37.673552,-122.075392,579000,1,2,755,SINGLE_FAMILY,5,664300,2352,33:08.0,333090,7950,00:00.0,1900,767,Yes,Yes,No,0,Yes,0,No,No,1,61,D+,C-,C-,F
24990279,3339 Baumberg Ave,94545,Hayward,CA,37.617052,-122.102572,699888,1,1,660,SINGLE_FAMILY,5,699888,4500,13:08.0,39185,10890,,1940,1060,Yes,Yes,No,0,Yes,0,No,No,1,61,D+,C-,C-,F
