zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools
15528791,1510 Jasmine St,94402,San Mateo,CA,37.552837,-122.316379,1750000,2,3,1452,MULTI_FAMILY,17,1889800,2417,42:00.0,98385,5000,00:00.0,1943,1205,Yes,Yes,No,0,Yes,0,No,No,0,74,B-,B+,C+,C
15632161,10 9th Ave APT 401,94401,San Mateo,CA,37.559388,-122.320774,1350000,2,2,1731,CONDO,18,1399700,4573,03:00.0,891669,30625,00:00.0,1983,780,Yes,Yes,Yes,2,Yes,0,No,Yes,0,74,B-,B+,C+,C
2084737686,10 Barneson Ave,94402,San Mateo,CA,37.554438,-122.316706,1760000,3,3,1632,TOWNHOUSE,20,1806500,4900,34:00.0,514005,1119,,2016,1078,Yes,Yes,Yes,1,Yes,0,No,No,0,74,B-,B+,C+,C
15521685,36 Grand Blvd,94401,San Mateo,CA,37.572133,-122.337279,2388000,3,4,3125,SINGLE_FAMILY,20,2509273,7267,05:00.0,140071,6499,00:00.0,1906,764,Yes,Yes,Yes,1,Yes,0,No,Yes,0,74,B-,B+,C+,C
15530389,1777 Lake St,94403,San Mateo,CA,37.567105,-122.288879,2998000,4,5,3900,SINGLE_FAMILY,20,3159378,9885,43:00.0,1252889,11478,00:00.0,1992,769,Yes,Yes,Yes,1,No,0,No,No,0,74,B-,B+,C+,C
15538061,142 Arbor Ln,94403,San Mateo,CA,37.536354,-122.304175,1888000,2,3,1845,SINGLE_FAMILY,20,1980700,5955,53:00.0,524886,7675,,1941,1023,Yes,Yes,No,1,Yes,0,No,Yes,0,74,B-,B+,C+,C
15632478,711 S Bayshore Blvd APT 6,94401,San Mateo,CA,37.568436,-122.310357,488000,1,1,610,CONDO,21,508800,2300,48:00.0,448851,696,00:00.0,1984,800,Yes,Yes,No,0,Yes,0,No,Yes,0,74,B-,B+,C+,C
15629757,1919 Alameda De Las Pulgas APT 3,94403,San Mateo,CA,37.546647,-122.320076,885000,2,2,1024,CONDO,21,885000,4500,18:13.0,738357,627,00:00.0,1974,864,Yes,Yes,No,0,Yes,1,Yes,Yes,2,74,B-,B+,C+,C
15520012,731 Edgewood Rd,94402,San Mateo,CA,37.569338,-122.3503,2850000,2,3,1810,SINGLE_FAMILY,26,3031914,5429,18:00.0,1670446,6211,00:00.0,1955,1575,Yes,Yes,Yes,1,Yes,0,No,No,0,74,B-,B+,C+,C
15521168,517 Dorchester Rd,94402,San Mateo,CA,37.567853,-122.345206,4700000,3,4,4200,SINGLE_FAMILY,26,4804519,10748,08:00.0,275082,13377,,1925,1119,Yes,Yes,Yes,2,Yes,0,No,Yes,0,74,B-,B+,C+,C
15528896,14 Murphy Pl,94402,San Mateo,CA,37.542035,-122.33009,2288000,3,4,2270,SINGLE_FAMILY,27,2497055,6217,44:00.0,1035114,12074,00:00.0,1973,1008,Yes,Yes,No,1,Yes,0,No,No,0,74,B-,B+,C+,C
2068676578,128 N El Camino Real APT 102,94401,San Mateo,CA,37.565079,-122.327811,899950,2,2,1426,CONDO,27,943600,3800,39:16.0,514005,26254,,1994,631,No,Yes,Yes,2,No,0,No,No,0,74,B-,B+,C+,C
2081881564,20 Barneson Ave APT B,94402,San Mateo,CA,37.554046,-122.31763,1348888,3,2,1400,TOWNHOUSE,27,1442500,3855,18:00.0,514005,19397,00:00.0,1978,963,Yes,Yes,No,0,Yes,0,No,No,0,74,B-,B+,C+,C
15628531,50 N San Mateo Dr APT 218,94401,San Mateo,CA,37.568191,-122.327139,668000,1,1,858,CONDO,28,684769,2600,27:00.0,187614,914,,1978,779,No,Yes,No,0,Yes,0,No,Yes,0,74,B-,B+,C+,C
15525313,724 Ada St,94401,San Mateo,CA,37.570403,-122.307493,1188000,1,3,1000,SINGLE_FAMILY,28,1254200,3899,53:07.0,76974,5000,00:00.0,1949,1188,Yes,Yes,No,1,Yes,1,No,Yes,1,74,B-,B+,C+,C
15633126,111 W 3rd Ave APT 105,94402,San Mateo,CA,37.561247,-122.327699,1198000,2,1,1574,CONDO,28,1235200,2763,49:00.0,965806,1219,,1988,761,No,Yes,Yes,1,Yes,0,No,No,0,74,B-,B+,C+,C
2069387393,837 S Bayshore Blvd,94401,San Mateo,CA,37.568099,-122.30999,1095000,3,2,1230,TOWNHOUSE,34,1333600,3800,19:57.0,514005,42305,,2008,890,No,No,No,2,Yes,0,No,No,0,74,B-,B+,C+,C
15535491,180 Spuraway Dr,94403,San Mateo,CA,37.548057,-122.316986,1749000,2,3,1310,SINGLE_FAMILY,35,1841697,4684,11:00.0,1188042,5096,00:00.0,1954,1335,Yes,Yes,Yes,2,Yes,0,No,No,0,74,B-,B+,C+,C
15641429,847 N Humboldt St APT 401,94401,San Mateo,CA,37.580687,-122.331244,590000,1,1,693,CONDO,35,601062,2300,28:00.0,167122,696,,1965,851,Yes,Yes,No,0,Yes,0,No,No,0,74,B-,B+,C+,C
15629241,3015 Los Prados St APT 113,94403,San Mateo,CA,37.545259,-122.28297,648000,2,2,950,CONDO,36,686900,3028,23:10.0,273028,1460,00:00.0,1963,682,Yes,Yes,No,0,Yes,0,No,No,1,74,B-,B+,C+,C
15523819,18 S Fremont St,94401,San Mateo,CA,37.57044,-122.32108,1895000,2,3,1400,MULTI_FAMILY,39,1975500,4367,04:00.0,418180,8398,00:00.0,1950,1354,Yes,Yes,No,3,No,0,No,No,0,74,B-,B+,C+,C
15527635,953 Laurel Ave,94401,San Mateo,CA,37.559728,-122.317677,2980000,3,3,1830,SINGLE_FAMILY,41,3096710,5884,54:00.0,2654328,8799,00:00.0,1923,1628,Yes,Yes,Yes,1,Yes,0,No,Yes,0,74,B-,B+,C+,C
18501503,2465 Fisher St,94806,San Pablo,CA,37.995319,-122.32406,669000,3,4,1331,SINGLE_FAMILY,-1,750200,3295,42:02.6,175669,7000,00:00.0,1962,503,Yes,Yes,No,2,Yes,1,No,Yes,0,48,F,F,F,F
18508128,1859 Powell St,94806,San Pablo,CA,37.957803,-122.34649,499000,1,2,731,SINGLE_FAMILY,0,509181,2270,22:00.0,353625,3301,00:00.0,1955,683,Yes,Yes,No,1,No,0,No,No,0,48,F,F,F,F
18541730,2344 Emeric Ave,94806,Richmond,CA,37.953684,-122.346246,449900,1,2,737,SINGLE_FAMILY,3,485600,2199,03:15.0,104680,4200,00:00.0,1942,610,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F
18509255,2802 14th St,94806,San Pablo,CA,37.972121,-122.349846,449900,1,2,933,SINGLE_FAMILY,10,478000,2499,58:09.0,44342,5000,,1948,482,Yes,Yes,Yes,0,Yes,0,No,Yes,1,48,F,F,F,F
18497312,2684 Magee Ave,94806,San Pablo,CA,37.996871,-122.313683,745000,2,4,1599,SINGLE_FAMILY,14,770700,3599,43:06.0,438389,11875,00:00.0,1959,466,Yes,Yes,No,2,Yes,0,No,No,1,48,F,F,F,F
18497225,2714 Magee Ave,94806,San Pablo,CA,37.995932,-122.312599,695000,2,4,1302,SINGLE_FAMILY,15,706500,3399,13:06.0,174746,8190,00:00.0,1959,534,Yes,Yes,No,2,Yes,1,No,Yes,1,48,F,F,F,F
18501894,2699 Shamrock Dr,94806,San Pablo,CA,37.989382,-122.317424,679000,2,4,1579,SINGLE_FAMILY,15,686400,3614,43:12.0,500340,7000,00:00.0,1964,430,Yes,Yes,No,2,Yes,0,No,No,1,48,F,F,F,F
18497291,2705 Limerick Rd,94806,San Pablo,CA,37.995593,-122.315766,739000,2,3,1128,SINGLE_FAMILY,17,748400,2900,58:00.0,211950,5998,00:00.0,1959,655,No,Yes,No,2,Yes,0,No,No,0,48,F,F,F,F
2068633016,2990 San Pablo Dam Rd #35,94806,San Pablo,CA,37.958743,-122.329017,220000,1,2,400,MANUFACTURED,22,220200,1975,13:13.0,514005,400,,2016,550,Yes,Yes,Yes,1,Yes,0,No,Yes,0,48,F,F,F,F
18497001,2835 Killarney Rd,94806,San Pablo,CA,37.993005,-122.310032,674900,2,3,1185,SINGLE_FAMILY,28,675700,3096,33:07.0,360878,6820,00:00.0,1960,570,Yes,Yes,No,2,Yes,0,No,No,1,48,F,F,F,F
18514043,1010 Cedar Ter,94806,San Pablo,CA,37.958449,-122.337695,475000,3,3,1320,CONDO,30,477600,3200,38:12.0,216301,286533.7061,00:00.0,1985,360,Yes,Yes,No,1,Yes,1,Yes,No,2,48,F,F,F,F
18507914,2120 Bush Ave,94806,San Pablo,CA,37.95552,-122.348753,699900,1,3,1166,SINGLE_FAMILY,38,699900,2999,53:15.0,364546,4980,00:00.0,1946,600,Yes,Yes,Yes,2,Yes,1,No,No,1,48,F,F,F,F
18514997,5901 Rose Arbor Ave,94806,San Pablo,CA,37.957856,-122.324152,999999,4,8,3348,SINGLE_FAMILY,42,1043600,4494,53:14.0,735824,9000,00:00.0,1986,299,Yes,Yes,No,0,Yes,0,No,Yes,2,48,F,F,F,F
18509417,2424 21st St,94806,San Pablo,CA,37.965268,-122.346552,590000,2,3,1374,SINGLE_FAMILY,58,590100,3214,03:08.0,463754,3000,00:00.0,1992,429,Yes,Yes,Yes,2,Yes,1,No,Yes,1,48,F,F,F,F
18541800,2430 Market Ave,94806,San Pablo,CA,37.955996,-122.345033,499000,1,2,642,SINGLE_FAMILY,69,508700,1995,02:00.0,169731,4586,00:00.0,1938,777,Yes,Yes,No,0,Yes,0,No,No,0,48,F,F,F,F
18509105,2855 11th St,94806,San Pablo,CA,37.973533,-122.352649,590000,1,3,915,SINGLE_FAMILY,70,590004,2699,14:00.0,130974,3998,00:00.0,1953,645,No,Yes,No,1,No,0,No,No,0,48,F,F,F,F
18513573,5276 Riverside Ave,94806,San Pablo,CA,37.952722,-122.329223,556000,2,2,1117,SINGLE_FAMILY,-1,556000,2969,42:02.6,100389,7728,,1949,498,Yes,Yes,Yes,1,Yes,1,No,Yes,1,48,F,F,F,F
18507294,1609 California Ave,94806,San Pablo,CA,37.953611,-122.353889,727000,3,3,1326,SINGLE_FAMILY,-1,668400,3214,42:02.6,144279,3149,00:00.0,2021,548,Yes,Yes,Yes,1,Yes,0,No,Yes,2,48,F,F,F,F
61243535,28 Yosemite Rd,94903,San Rafael,CA,38.014019,-122.531423,649000,2,4,2574,MANUFACTURED,-1,502400,1594,42:02.6,93845,261,,2002,252,Yes,Yes,Yes,2,Yes,1,No,No,0,64,D,B,D,D
19248341,9 Junipero Serra Ave,94901,San Rafael,CA,37.976294,-122.494016,1695000,3,3,2160,SINGLE_FAMILY,-1,1766800,5840,42:02.6,1010206,11199,00:00.0,1956,785,Yes,Yes,Yes,2,Yes,1,No,Yes,1,64,D,B,D,D
157228376,169 Esmeyer Dr,94903,San Rafael,CA,38.00358,-122.564542,1189000,3,4,2102,SINGLE_FAMILY,0,1401800,5269,33:36.0,140428,7828,,1971,566,Yes,Yes,Yes,2,Yes,1,No,Yes,2,64,D,B,D,D
19302571,4 Garden Ave,94903,San Rafael,CA,37.996771,-122.527593,950000,1,2,1250,SINGLE_FAMILY,-1,848700,4200,42:02.6,94641,7074,,1948,760,Yes,Yes,Yes,2,Yes,1,No,No,1,64,D,B,D,D
19295624,20 Westgate Dr,94903,San Rafael,CA,38.040282,-122.597553,5500000,4,4,5056,SINGLE_FAMILY,-1,3151100,9704,42:02.6,2411639,43072,00:00.0,1994,1088,No,Yes,Yes,2,Yes,3,Yes,No,3,64,D,B,D,D
19247700,86 Highland Ave,94901,San Rafael,CA,37.977142,-122.510778,1365000,4,4,2300,SINGLE_FAMILY,0,1696900,5793,27:41.0,1111396,10681,00:00.0,1958,593,No,Yes,No,1,Yes,1,No,No,2,64,D,B,D,D
19243314,41 Ridgewood Dr,94901,San Rafael,CA,37.986537,-122.543798,1425000,2,3,1450,SINGLE_FAMILY,-1,1479600,4200,42:02.6,1088726,5998,00:00.0,1955,983,Yes,Yes,No,2,Yes,1,No,No,1,64,D,B,D,D
19305127,115 Fernwood Dr,94901,San Rafael,CA,37.987413,-122.475306,1799000,4,5,3125,SINGLE_FAMILY,1,1827200,7710,48:48.0,364630,11374,00:00.0,1972,576,Yes,Yes,No,2,Yes,1,Yes,Yes,2,64,D,B,D,D
19304615,11 Riviera Pl,94901,San Rafael,CA,37.990472,-122.464569,3269000,5,5,3344,SINGLE_FAMILY,-1,3269000,8000,42:02.6,1610917,20926,00:00.0,1961,978,Yes,Yes,Yes,2,Yes,1,No,Yes,2,64,D,B,D,D
19247920,23 Corte Mesa Dr,94901,San Rafael,CA,37.986796,-122.523622,759500,2,4,1592,TOWNHOUSE,-1,760400,4350,42:02.6,695314,1999,00:00.0,1974,477,Yes,Yes,Yes,1,Yes,1,Yes,Yes,2,64,D,B,D,D
19304379,140 Riviera Dr,94901,San Rafael,CA,37.98576,-122.467282,2350000,4,4,2970,SINGLE_FAMILY,-1,2388200,7500,42:02.6,1443911,10450,00:00.0,1978,791,Yes,Yes,Yes,2,No,1,No,Yes,1,64,D,B,D,D
19244261,10 Belloreid Ave,94901,San Rafael,CA,37.977185,-122.546971,1100000,2,3,1306,SINGLE_FAMILY,-1,1160000,4200,42:02.6,952287,10694,00:00.0,1948,842,Yes,Yes,Yes,1,Yes,1,No,Yes,1,64,D,B,D,D
19247757,94 Convent Ct,94901,San Rafael,CA,37.988075,-122.512445,1899000,3,3,3571,SINGLE_FAMILY,-1,1928800,9748,42:02.6,724651,86998,00:00.0,1964,532,Yes,Yes,No,2,Yes,1,Yes,Yes,2,64,D,B,D,D
2068420429,1024 Los Gamos Rd APT G,94903,San Rafael,CA,38.009919,-122.544178,359000,1,2,850,CONDO,-1,359000,4500,42:02.6,514005,506167,,1960,422,Yes,Yes,Yes,1,Yes,0,Yes,Yes,2,64,D,B,D,D
19242306,40 Porto Bello Dr,94901,San Rafael,CA,37.969558,-122.501073,850000,2,2,1228,CONDO,-1,851500,3881,42:02.6,810000,4199,00:00.0,1963,692,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19303764,10 Oxford Dr,94903,San Rafael,CA,38.006347,-122.517969,1199000,3,3,1878,SINGLE_FAMILY,-1,1221600,4711,42:02.6,866883,9374,00:00.0,1991,638,Yes,Yes,Yes,2,Yes,2,No,Yes,1,64,D,B,D,D
19247862,31 Sienna Way,94901,San Rafael,CA,37.984498,-122.515622,1995000,5,5,2978,SINGLE_FAMILY,-1,2034600,7500,42:02.6,1383441,10990,00:00.0,1966,670,Yes,Yes,Yes,2,Yes,1,Yes,No,3,64,D,B,D,D
19304844,86 Surfwood Cir,94901,San Rafael,CA,37.980125,-122.476798,1795000,3,5,2767,SINGLE_FAMILY,-1,1828800,6160,42:02.6,164071,6300,,1971,649,Yes,Yes,Yes,2,Yes,1,No,No,2,64,D,B,D,D
19289360,400 Deer Valley Rd APT 4A,94903,San Rafael,CA,38.023912,-122.533901,799000,2,2,1285,CONDO,-1,799000,3731,42:02.6,799000,1285,00:00.0,1991,622,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19299814,100 Thorndale Dr APT 125,94903,San Rafael,CA,38.003538,-122.54961,597000,2,1,1030,CONDO,-1,597000,2799,42:02.6,595037,1019,00:00.0,1985,580,Yes,Yes,Yes,1,No,0,Yes,No,4,64,D,B,D,D
2068429717,58 Village Cir,94903,San Rafael,CA,37.994754,-122.525478,749000,2,2,1210,CONDO,-1,749000,4500,42:02.6,514005,1211,,1986,619,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,64,D,B,D,D
19304769,47 Marin Bay Park Ct,94901,San Rafael,CA,37.99335,-122.455803,3495000,4,4,4120,SINGLE_FAMILY,-1,3454300,9377,42:02.6,1457740,35201,,1990,848,Yes,Yes,No,4,Yes,3,No,Yes,2,64,D,B,D,D
19289396,200 Deer Valley Rd APT 2J,94903,San Rafael,CA,38.024363,-122.535341,560000,2,1,948,CONDO,-1,555100,2900,42:02.6,547614,286533.7061,00:00.0,1990,591,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19248740,71 Inverness Dr,94901,San Rafael,CA,37.980685,-122.48686,3495000,4,5,4174,SINGLE_FAMILY,-1,3710500,11370,42:02.6,3174533,25134,00:00.0,1998,837,Yes,Yes,Yes,3,Yes,0,Yes,Yes,2,64,D,B,D,D
2071134848,289 Yosemite Rd #289,94903,San Rafael,CA,38.010332,-122.532133,279000,2,3,1344,MANUFACTURED,-1,284200,4500,42:02.6,514005,286533.7061,00:00.0,2012,208,Yes,Yes,Yes,3,Yes,0,Yes,No,0,64,D,B,D,D
19302678,260 Merrydale Rd APT 25,94903,San Rafael,CA,37.997682,-122.536113,395000,1,2,850,CONDO,-1,389000,2679,42:02.6,142576,1002,,1962,465,No,Yes,No,1,Yes,0,Yes,No,3,64,D,B,D,D
19299954,100 Thorndale Dr APT 448,94903,San Rafael,CA,38.003538,-122.54961,420000,2,2,1120,CONDO,-1,420000,3200,42:02.6,608631,286533.7061,00:00.0,1985,375,No,Yes,Yes,1,Yes,0,Yes,No,1,64,D,B,D,D
80733598,320 C St,94901,San Rafael,CA,37.96659,-122.531742,1775000,4,6,3200,MULTI_FAMILY,-1,1777300,4110,42:02.6,548632,3999,00:00.0,1950,555,No,Yes,No,1,Yes,0,No,No,0,64,D,B,D,D
19289449,100 Deer Valley Rd APT 2F,94903,San Rafael,CA,38.025017,-122.535828,875000,2,2,1285,CONDO,-1,883200,3712,42:02.6,749452,1285,00:00.0,1991,681,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19289399,200 Deer Valley Rd APT 2M,94903,San Rafael,CA,38.024363,-122.535341,565000,2,1,948,CONDO,-1,565000,2934,42:02.6,141473,932,00:00.0,1991,596,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19295112,19 Mount Muir Ct,94903,San Rafael,CA,38.027726,-122.573828,1425000,2,4,1785,SINGLE_FAMILY,-1,1453000,5343,42:02.6,584873,7410,00:00.0,1971,798,Yes,Yes,Yes,2,Yes,2,Yes,No,1,64,D,B,D,D
19247411,216 Mountain View Ave,94901,San Rafael,CA,37.984766,-122.513246,5495000,5,7,5025,SINGLE_FAMILY,-1,5431300,10275,42:02.6,2436816,61855,00:00.0,1948,1094,Yes,Yes,No,2,Yes,1,Yes,No,2,64,D,B,D,D
88796003,1212 Idylberry Rd,94903,San Rafael,CA,38.031062,-122.576748,1795000,2,4,1882,SINGLE_FAMILY,-1,1832900,5414,42:02.6,147528,8734,,1962,954,Yes,Yes,No,2,Yes,2,Yes,No,1,64,D,B,D,D
19247628,1460 Grand Ave,94901,San Rafael,CA,37.978644,-122.515226,1795000,3,4,1706,SINGLE_FAMILY,15,1890400,10720,19:32.0,1398055,14893,00:00.0,1909,1052,Yes,Yes,No,2,Yes,1,Yes,No,2,64,D,B,D,D
19242834,339 Bahia Ln,94901,San Rafael,CA,37.965267,-122.499038,389000,1,2,840,CONDO,-1,389000,2806,42:02.6,348574,1899,00:00.0,1973,463,Yes,Yes,No,2,Yes,0,Yes,No,0,64,D,B,D,D
19246784,237 Picnic Ave APT 3,94901,San Rafael,CA,37.965294,-122.527493,519000,2,2,868,CONDO,-1,519000,2862,42:02.6,496729,1799,00:00.0,1971,598,No,Yes,No,1,Yes,0,Yes,No,2,64,D,B,D,D
19302930,103 Vendola Dr,94903,San Rafael,CA,38.010863,-122.526447,1250000,2,3,2310,SINGLE_FAMILY,-1,1299300,5410,42:02.6,219313,9479,,1949,541,Yes,Yes,Yes,2,Yes,0,No,Yes,2,64,D,B,D,D
19305097,20 Chateau Pl,94901,San Rafael,CA,37.988832,-122.473486,2750000,4,5,3432,SINGLE_FAMILY,-1,2755100,7958,42:02.6,1815502,14501,00:00.0,1964,801,Yes,Yes,No,2,Yes,2,Yes,No,2,64,D,B,D,D
19304165,216 Waterside Cir,94903,San Rafael,CA,38.008296,-122.526615,1450000,3,4,2745,SINGLE_FAMILY,-1,1472700,5219,42:02.6,624774,5114,00:00.0,1997,528,Yes,Yes,Yes,2,Yes,2,Yes,No,2,64,D,B,D,D
19247179,1219 Grand Ave APT 3,94901,San Rafael,CA,37.974194,-122.518556,579000,1,2,808,CONDO,-1,579000,2799,42:02.6,433016,1281,00:00.0,1961,717,Yes,Yes,Yes,1,Yes,0,No,No,1,64,D,B,D,D
19247198,490 Canal St APT 14,94901,San Rafael,CA,37.966566,-122.510139,739000,2,2,1320,TOWNHOUSE,-1,753200,3558,42:02.6,489641,2134,00:00.0,1975,560,Yes,Yes,No,2,Yes,1,No,No,2,64,D,B,D,D
19289356,400 Deer Valley Rd APT 3F,94903,San Rafael,CA,38.023912,-122.533901,1065000,2,2,1390,CONDO,-1,1085500,3995,42:02.6,1065000,286533.7061,00:00.0,1990,766,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19301797,1054 Las Gallinas Ave,94903,San Rafael,CA,38.012208,-122.54882,1395000,3,4,2142,SINGLE_FAMILY,-1,1426700,5494,42:02.6,201993,6499,,1954,651,Yes,Yes,No,2,Yes,2,No,No,1,64,D,B,D,D
19247793,9 Dominican Dr,94901,San Rafael,CA,37.985718,-122.51545,1695000,3,4,2830,SINGLE_FAMILY,-1,1853600,6422,42:02.6,1380950,11090,00:00.0,1968,599,No,Yes,Yes,2,No,1,No,No,2,64,D,B,D,D
2068737992,2 Bayview St,94901,San Rafael,CA,37.967976,-122.530634,1887000,3,4,3510,MULTI_FAMILY,-1,1892900,5886,42:02.6,514005,5546,,1910,538,No,Yes,No,1,Yes,0,No,Yes,0,64,D,B,D,D
2068746266,1048 Los Gamos Rd APT E,94903,San Rafael,CA,38.011028,-122.542912,525000,2,3,1310,TOWNHOUSE,-1,535200,4200,42:02.6,514005,2056,,2021,401,Yes,Yes,Yes,1,Yes,0,Yes,Yes,2,64,D,B,D,D
2068769551,777 Grand Ave SUITE 204,94901,San Rafael,CA,37.969823,-122.519632,560000,2,0,1066,CONDO,-1,600800,2981,42:02.6,514005,1067,,1988,525,No,Yes,Yes,0,Yes,0,No,No,0,64,D,B,D,D
19304184,9 Mariners Cir,94903,San Rafael,CA,38.007267,-122.530213,720000,2,3,1130,CONDO,-1,727000,3249,42:02.6,540369,1128,00:00.0,1990,637,Yes,Yes,Yes,1,Yes,0,Yes,Yes,1,64,D,B,D,D
19303233,45 Labrea Way,94903,San Rafael,CA,38.013694,-122.514817,850000,2,4,1220,SINGLE_FAMILY,-1,892700,4200,42:02.6,342306,6499,00:00.0,1955,697,Yes,Yes,No,2,Yes,1,No,No,1,64,D,B,D,D
2116093911,100 Deer Valley Rd APT GA,94903,San Rafael,CA,38.025017,-122.535828,725000,2,2,1261,CONDO,-1,736800,3543,42:02.6,514005,286533.7061,,1990,575,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19289471,300 Deer Valley Rd APT 1A,94903,San Rafael,CA,38.025034,-122.534247,860000,2,2,1263,CONDO,-1,874100,3650,42:02.6,591562,286533.7061,00:00.0,1990,681,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19289476,300 Deer Valley Rd APT 2F,94903,San Rafael,CA,38.025034,-122.534247,828000,2,2,1261,CONDO,-1,841600,3650,42:02.6,187291,286533.7061,00:00.0,1990,657,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19302780,15 Tudor Ct,94903,San Rafael,CA,37.995107,-122.526699,575000,2,2,732,CONDO,-1,575000,2813,42:02.6,464792,714,00:00.0,1986,786,Yes,Yes,No,1,Yes,0,Yes,No,1,64,D,B,D,D
19289314,270 Channing Way APT 14,94903,San Rafael,CA,38.009743,-122.535148,749000,2,2,1366,CONDO,-1,761300,3994,42:02.6,591035,1368,00:00.0,1989,548,Yes,Yes,No,2,Yes,1,No,Yes,0,64,D,B,D,D
19289344,400 Deer Valley Rd APT 3B,94903,San Rafael,CA,38.023912,-122.533901,559000,2,1,933,CONDO,-1,559100,2934,42:02.6,532050,932,00:00.0,1991,599,No,Yes,Yes,1,No,1,Yes,No,1,64,D,B,D,D
19295430,621 Blackstone Dr,94903,San Rafael,CA,38.041694,-122.552354,2950000,6,5,6111,SINGLE_FAMILY,-1,2879300,8574,42:02.6,2143513,42218,00:00.0,1989,483,Yes,Yes,Yes,2,Yes,3,No,No,3,64,D,B,D,D
19299790,100 Thorndale Dr APT 136,94903,San Rafael,CA,38.003538,-122.54961,499000,2,2,1120,CONDO,-1,499600,3214,42:02.6,170373,1089,00:00.0,1985,446,No,Yes,Yes,2,Yes,0,Yes,No,1,64,D,B,D,D
19299365,151 La Perdiz Ct,94903,San Rafael,CA,38.001336,-122.547421,978000,3,3,2342,TOWNHOUSE,66,993900,4998,08:00.0,852390,2879,00:00.0,1977,418,Yes,Yes,Yes,1,Yes,0,No,No,0,64,D,B,D,D
19304269,9 Gable Ct,94903,San Rafael,CA,38.003796,-122.536102,729000,2,3,1397,CONDO,-1,729800,3995,42:02.6,622141,727,00:00.0,1993,522,Yes,Yes,No,2,Yes,1,Yes,Yes,3,64,D,B,D,D
19242878,431 Bahia Way,94901,San Rafael,CA,37.964264,-122.499196,369000,1,2,840,CONDO,71,364200,2806,19:20.0,225077,1899,00:00.0,1973,439,Yes,Yes,Yes,1,Yes,0,Yes,Yes,1,64,D,B,D,D
80756089,111 Vendola Dr,94903,San Rafael,CA,38.011533,-122.526434,1350000,3,4,2460,SINGLE_FAMILY,-1,1369600,5736,42:02.6,1015899,286533.7061,00:00.0,1950,549,No,Yes,No,1,Yes,1,No,No,1,64,D,B,D,D
19299971,100 Thorndale Dr APT 412,94903,San Rafael,CA,38.003538,-122.54961,698000,2,2,1120,CONDO,-1,698000,3214,42:02.6,595801,1089,00:00.0,1985,623,Yes,Yes,Yes,1,No,0,Yes,Yes,1,64,D,B,D,D
19289417,200 Deer Valley Rd APT 4A,94903,San Rafael,CA,38.024363,-122.535341,849000,2,2,1285,CONDO,-1,849000,3714,42:02.6,646562,1285,00:00.0,1991,661,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
19299876,100 Thorndale Dr APT 245,94903,San Rafael,CA,38.003538,-122.54961,105000,1,1,660,CONDO,-1,103000,2434,42:02.6,237433,649,00:00.0,1985,159,Yes,Yes,Yes,1,Yes,0,Yes,No,1,64,D,B,D,D
19299960,100 Thorndale Dr APT 436,94903,San Rafael,CA,38.003538,-122.54961,225000,1,1,660,CONDO,-1,220800,2434,42:02.6,333888,649,00:00.0,1985,341,No,Yes,Yes,1,No,0,Yes,No,1,64,D,B,D,D
19299912,100 Thorndale Dr APT 318,94903,San Rafael,CA,38.003538,-122.54961,375000,1,1,840,CONDO,-1,367900,2679,42:02.6,343522,749,00:00.0,1985,446,No,Yes,Yes,1,No,0,Yes,No,1,64,D,B,D,D
19289402,200 Deer Valley Rd APT 2C,94903,San Rafael,CA,38.024363,-122.535341,460000,2,1,872,CONDO,-1,451500,2849,42:02.6,396764,871,00:00.0,1991,528,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D
2098280019,100 Thorndale Dr APT 360,94903,San Rafael,CA,38.003538,-122.54961,285000,1,1,660,CONDO,-1,278000,2434,42:02.6,514005,649,,1985,432,No,Yes,Yes,1,Yes,0,Yes,Yes,1,64,D,B,D,D
19242236,35 Fairfax St APT 9,94901,San Rafael,CA,37.964666,-122.502525,315000,1,2,864,CONDO,-1,307200,2806,42:02.6,298862,862,00:00.0,1963,365,Yes,Yes,No,1,Yes,0,Yes,No,1,64,D,B,D,D
